id,split,source,source_locale,target_locale,wikidata_id,entity_types,targets,reference_translation,reference_mention,reference_translations,reference_mentions,gpt4o_prediction,gpt4o_mini_prediction,primary_entity_type,selection_score,selection_reasons,gpt_models_differ,gpt4o_any_reference_mention_match,gpt4o_mini_any_reference_mention_match,model_mention_match_disagree,multi_reference_example,ascii_preservation_disagreement,selection_stage
Q49967_1,validation,When did Adhemar of Le Puy live and where was he from?,en,ko,Q49967,"[""Person""]","[{""translation"": ""아데마르는 언제 살았고 그는 어디에서 왔나요?"", ""mention"": ""아데마르""}, {""translation"": ""아데마르는 언제 살았으며 그는 어디 출신입니까?"", ""mention"": ""아데마르""}]",아데마르는 언제 살았고 그는 어디에서 왔나요?,아데마르,"[""아데마르는 언제 살았고 그는 어디에서 왔나요?"", ""아데마르는 언제 살았으며 그는 어디 출신입니까?""]","[""아데마르"", ""아데마르""]",아데마르 르퓌는 언제 살았고 어디 출신인가요?,"아드마르 드 르 퓌는 언제 살았고, 그는 어디 출신인가요?",Person,10,"[""model_text_disagreement"", ""entity_mention_match_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example""]",True,True,False,True,True,False,hard_case
Q975568_0,validation,Can visitors enter Thiên Mụ Temple?,en,ko,Q975568,"[""Place of worship""]","[{""translation"": ""방문객들은 티엔무 사원 에 들어갈 수 있나요"", ""mention"": ""티엔무 사원""}, {""translation"": ""방문객들은티엔무 사원에 들어갈 수 있나요?"", ""mention"": ""티엔무 사원""}, {""translation"": ""방문자가티엔무 사원에 입장할 수 있습니까?"", ""mention"": ""티엔무 사원""}, {""translation"": ""방문객들은 티엔무 사원에 들어갈 수 있나요?"", ""mention"": ""티엔무 사원""}]",방문객들은 티엔무 사원 에 들어갈 수 있나요,티엔무 사원,"[""방문객들은 티엔무 사원 에 들어갈 수 있나요"", ""방문객들은티엔무 사원에 들어갈 수 있나요?"", ""방문자가티엔무 사원에 입장할 수 있습니까?"", ""방문객들은 티엔무 사원에 들어갈 수 있나요?""]","[""티엔무 사원"", ""티엔무 사원"", ""티엔무 사원"", ""티엔무 사원""]",방문객들이 티엔무 사원에 들어갈 수 있나요?,방문객들이 비엔무 사원에 들어갈 수 있나요?,Place of worship,10,"[""model_text_disagreement"", ""entity_mention_match_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example""]",True,True,False,True,True,False,hard_case
Q485094_1,validation,What is the alternate title for the TV series The Accidental Couple?,en,ko,Q485094,"[""TV series""]","[{""translation"": ""TV 시리즈 그저 바라보다가 의 대체 제목은 무엇인가요?"", ""mention"": ""그저 바라보다가""}, {""translation"": ""그저 바라보다가 드라마의 대체 제목은 무엇인가요?"", ""mention"": ""그저 바라보다가""}, {""translation"": ""TV 시리즈 그저 바라보다가의 대체 제목은 무엇인가요?"", ""mention"": ""그저 바라보다가""}]",TV 시리즈 그저 바라보다가 의 대체 제목은 무엇인가요?,그저 바라보다가,"[""TV 시리즈 그저 바라보다가 의 대체 제목은 무엇인가요?"", ""그저 바라보다가 드라마의 대체 제목은 무엇인가요?"", ""TV 시리즈 그저 바라보다가의 대체 제목은 무엇인가요?""]","[""그저 바라보다가"", ""그저 바라보다가"", ""그저 바라보다가""]",그저 바라 보다가,"TV 시리즈 ""우연한 커플""의 다른 제목은 무엇인가요?",TV series,11,"[""model_text_disagreement"", ""entity_mention_match_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example"", ""ascii_preservation_disagreement""]",True,True,False,True,True,True,hard_case
Q1769466_2,validation,How would you describe Mission of Gravity in one word?,en,ko,Q1769466,"[""Artwork"", ""Book""]","[{""translation"": ""중력의 임무를 한 단어로 표현한다면?"", ""mention"": ""중력의 임무""}, {""translation"": ""중력의 임무를 한 단어로 어떻게 설명하시겠습니까?"", ""mention"": ""중력의 임무""}, {""translation"": ""중력의 임무 를 한 단어로 어떻게 설명하시겠습니까?"", ""mention"": ""중력의 임무""}]",중력의 임무를 한 단어로 표현한다면?,중력의 임무,"[""중력의 임무를 한 단어로 표현한다면?"", ""중력의 임무를 한 단어로 어떻게 설명하시겠습니까?"", ""중력의 임무 를 한 단어로 어떻게 설명하시겠습니까?""]","[""중력의 임무"", ""중력의 임무"", ""중력의 임무""]",스릴링한,중력의 임무,Artwork,11,"[""model_text_disagreement"", ""entity_mention_match_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example"", ""multiple_entity_types""]",True,False,True,True,True,False,hard_case
Q19938912_1,validation,Which types of entities are included in BnF authorities for books?,en,ko,Q19938912,"[""Book""]","[{""translation"": ""책의 BnF 당국 에는 어떤 유형의 단체가 포함되어 있나요?"", ""mention"": ""BnF 당국""}, {""translation"": ""책의 BnF 당국에는 어떤 유형의 단체가 포함되어 있나요?"", ""mention"": ""BnF 당국""}]",책의 BnF 당국 에는 어떤 유형의 단체가 포함되어 있나요?,BnF 당국,"[""책의 BnF 당국 에는 어떤 유형의 단체가 포함되어 있나요?"", ""책의 BnF 당국에는 어떤 유형의 단체가 포함되어 있나요?""]","[""BnF 당국"", ""BnF 당국""]",BnF 권위 파일에 포함된 도서 관련 엔티티 유형은 무엇입니까?,책에 대한 BnF 권한에는 어떤 유형의 엔티티가 포함되어 있습니까?,Book,6,"[""model_text_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example""]",True,False,False,False,True,False,hard_case
Q733195_0,validation,What type of entity is the Galactic Republic?,en,ko,Q733195,"[""Fictional entity""]","[{""translation"": ""은하 공화국은 어떤 종류의 실체인가요?"", ""mention"": ""은하 공화국""}, {""translation"": ""은하 공화국의 실체는?"", ""mention"": ""은하 공화국""}, {""translation"": ""은하 공화국은 어떤 유형의 독립체입니까?"", ""mention"": ""은하 공화국""}]",은하 공화국은 어떤 종류의 실체인가요?,은하 공화국,"[""은하 공화국은 어떤 종류의 실체인가요?"", ""은하 공화국의 실체는?"", ""은하 공화국은 어떤 유형의 독립체입니까?""]","[""은하 공화국"", ""은하 공화국"", ""은하 공화국""]",갤럭틱 공화국은 어떤 유형의 실체입니까?,은하 공화국은 어떤 종류의 실체인가요?,Fictional entity,10,"[""model_text_disagreement"", ""entity_mention_match_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example""]",True,False,True,True,True,False,hard_case
Q756800_1,validation,Where does Sichuan pepper originate from?,en,ko,Q756800,"[""Food""]","[{""translation"": ""사천 고추는 어디에서 유래했나요?"", ""mention"": ""사천 고추""}, {""translation"": ""화초의 원산지는 어디인가요?"", ""mention"": ""화초""}, {""translation"": ""화자오의 원산지는 어디인가요?"", ""mention"": ""화자오""}]",사천 고추는 어디에서 유래했나요?,사천 고추,"[""사천 고추는 어디에서 유래했나요?"", ""화초의 원산지는 어디인가요?"", ""화자오의 원산지는 어디인가요?""]","[""사천 고추"", ""화초"", ""화자오""]",산초는 어디에서 유래했나요?,쓰촨 후추는 어디서 유래되었나요?,Food,6,"[""model_text_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example""]",True,False,False,False,True,False,hard_case
Q1417441_0,validation,Is St Volodymyr's Cathedral in Kyiv open to the public?,en,ko,Q1417441,"[""Landmark""]","[{""translation"": ""키예프의 성 볼로디미르 대성당은 일반인에게도 개방되나요?"", ""mention"": ""성 볼로디미르 대성당""}, {""translation"": ""키예프의 성 볼로디미르 대성당은 대중에게 공개되나요?"", ""mention"": ""성 볼로디미르 대성당""}, {""translation"": ""키이우의 성 볼로디미르 대성당은 대중에게 공개되나요?"", ""mention"": ""성 볼로디미르 대성당""}]",키예프의 성 볼로디미르 대성당은 일반인에게도 개방되나요?,성 볼로디미르 대성당,"[""키예프의 성 볼로디미르 대성당은 일반인에게도 개방되나요?"", ""키예프의 성 볼로디미르 대성당은 대중에게 공개되나요?"", ""키이우의 성 볼로디미르 대성당은 대중에게 공개되나요?""]","[""성 볼로디미르 대성당"", ""성 볼로디미르 대성당"", ""성 볼로디미르 대성당""]",키이우의 성 블라디미르 대성당은 일반인에게 개방되어 있나요?,키예프의 성 볼로디미르 대성당은 일반인에게 공개되어 있나요?,Landmark,10,"[""model_text_disagreement"", ""entity_mention_match_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example""]",True,False,True,True,True,False,hard_case
Q1167579_2,validation,When was Village of the Damned released?,en,ko,Q1167579,"[""Movie""]","[{""translation"": ""저주받은 마을는 언제 출시되었나요?"", ""mention"": ""저주받은 마을""}, {""translation"": ""저주받은 도시는 언제 개봉되었나요?"", ""mention"": ""저주받은 도시""}, {""translation"": ""저주받은 도시 은 언제 출시되었나요?"", ""mention"": ""저주받은 도시""}, {""translation"": ""저주받은 마을 은 언제 출시되었나요?"", ""mention"": ""저주받은 마을""}]",저주받은 마을는 언제 출시되었나요?,저주받은 마을,"[""저주받은 마을는 언제 출시되었나요?"", ""저주받은 도시는 언제 개봉되었나요?"", ""저주받은 도시 은 언제 출시되었나요?"", ""저주받은 마을 은 언제 출시되었나요?""]","[""저주받은 마을"", ""저주받은 도시"", ""저주받은 도시"", ""저주받은 마을""]",《Village of the Damned》는 언제 개봉되었나요?,저주받은 마을은 언제 개봉되었나요?,Movie,11,"[""model_text_disagreement"", ""entity_mention_match_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example"", ""ascii_preservation_disagreement""]",True,False,True,True,True,True,hard_case
Q2031786_0,validation,What year was Piano Sonata No. 9 composed?,en,ko,Q2031786,"[""Musical work""]","[{""translation"": ""피아노 소나타 9번은 몇 년도에 작곡되었나요?"", ""mention"": ""피아노 소나타 9번""}, {""translation"": ""피아노 소나타 9번 은 몇 년도에 작곡되었나요?"", ""mention"": ""피아노 소나타 9번""}]",피아노 소나타 9번은 몇 년도에 작곡되었나요?,피아노 소나타 9번,"[""피아노 소나타 9번은 몇 년도에 작곡되었나요?"", ""피아노 소나타 9번 은 몇 년도에 작곡되었나요?""]","[""피아노 소나타 9번"", ""피아노 소나타 9번""]",피아노 소나타 9번은 어떤 해에 작곡되었나요?,피아노 소나타 제9번은 언제 작곡되었나요?,Musical work,10,"[""model_text_disagreement"", ""entity_mention_match_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example""]",True,True,False,True,True,False,hard_case
Q2620906_1,validation,When did Grigory Petrovsky serve as a politician in the Soviet Union?,en,ko,Q2620906,"[""Person""]","[{""translation"": ""그리고리 페트로프스키는 언제 소련에서 정치인으로 활동했습니까?"", ""mention"": ""그리고리 페트로프스키""}, {""translation"": ""그리고리 페트롭스키는 언제 소련에서 정치인으로 일했나요?"", ""mention"": ""그리고리 페트롭스키""}, {""translation"": ""그리고리 페트롭스키 는 언제 소련에서 정치인으로 일했나요?"", ""mention"": ""그리고리 페트롭스키""}]",그리고리 페트로프스키는 언제 소련에서 정치인으로 활동했습니까?,그리고리 페트로프스키,"[""그리고리 페트로프스키는 언제 소련에서 정치인으로 활동했습니까?"", ""그리고리 페트롭스키는 언제 소련에서 정치인으로 일했나요?"", ""그리고리 페트롭스키 는 언제 소련에서 정치인으로 일했나요?""]","[""그리고리 페트로프스키"", ""그리고리 페트롭스키"", ""그리고리 페트롭스키""]",그리고리 페트로프스키는 소련에서 언제 정치인으로 활동했나요?,그리골리 페트로프스키는 소련에서 정치인으로 활동한 시기는 언제인가요?,Person,10,"[""model_text_disagreement"", ""entity_mention_match_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example""]",True,True,False,True,True,False,hard_case
Q850042_0,validation,Is Uppsala Cathedral open to the public?,en,ko,Q850042,"[""Place of worship""]","[{""translation"": ""웁살라 대성당은 대중에게 개방되어 있습니까?"", ""mention"": ""웁살라 대성당""}, {""translation"": ""웁살라 대성당은 대중에게 개방되어 있나요?"", ""mention"": ""웁살라 대성당""}]",웁살라 대성당은 대중에게 개방되어 있습니까?,웁살라 대성당,"[""웁살라 대성당은 대중에게 개방되어 있습니까?"", ""웁살라 대성당은 대중에게 개방되어 있나요?""]","[""웁살라 대성당"", ""웁살라 대성당""]",웁살라 대성당은 일반인에게 공개되어 있나요?,우프살라 대성당은 일반에 개방되어 있나요?,Place of worship,10,"[""model_text_disagreement"", ""entity_mention_match_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example""]",True,True,False,True,True,False,hard_case
